UF,Municipio,Profissao,Quantidade,PctFeminino,MediaIdade,MediaRendTotal,MediaRendTrib,MediaPatrimonio
ES,JERONIMO MONTEIRO,"Enfermeiro de nível superior, nutricionista, farmacêutico e afins",33,0.7272727272727273,41.57575757575758,83106.63696969696,65530.802727272734,83233.38060606061
ES,JERONIMO MONTEIRO,"Engenheiro, arquiteto e afins",12,0.25,35.166666666666664,117924.35749999998,87487.53083333334,255018.65
ES,JERONIMO MONTEIRO,Médico,19,0.5789473684210527,40.05263157894737,337379.3610526315,161232.02736842103,520085.18157894735
ES,JERONIMO MONTEIRO,"Motorista e condutor do transporte de passageiros (motorista de taxi, ônibus, pequena embarcação etc)",19,0.05263157894736842,53.473684210526315,70047.07,50149.420526315786,232133.17368421052
ES,JERONIMO MONTEIRO,Odontólogo,12,0.5833333333333334,41.083333333333336,141285.18583333332,109243.59166666666,364341.89083333337
ES,JERONIMO MONTEIRO,Outras ocupações não especificadas anteriormente,538,0.3271375464684015,43.89033457249071,65119.17882899627,51066.76737918216,89807.87228624537
ES,JERONIMO MONTEIRO,Outros técnicos de nível médio,28,0.32142857142857145,43.642857142857146,82267.50428571431,68326.63071428573,56069.90571428572
ES,JERONIMO MONTEIRO,Outros trabalhadores de serviços diversos,47,0.19148936170212766,42.829787234042556,66898.94808510637,45791.37,58989.99425531915
ES,JERONIMO MONTEIRO,"Pedagogo, orientador educacional",13,0.8461538461538461,50.76923076923077,88870.17769230768,72460.8523076923,138567.31153846154
ES,JERONIMO MONTEIRO,Policial Militar,29,0.10344827586206896,39.6551724137931,137161.2575862069,107640.85413793103,56459.118620689645
ES,JERONIMO MONTEIRO,Produtor na exploração agropecuária,39,0.23076923076923078,55.84615384615385,148546.14076923078,42871.00897435898,347699.35692307696
ES,JERONIMO MONTEIRO,Professor do ensino fundamental,130,0.9,45.86923076923077,79214.26507692308,66223.55076923077,31880.492000000002
ES,JERONIMO MONTEIRO,Professor do ensino médio,32,0.71875,48.1875,99969.7265625,80685.4509375,54589.15843749999
ES,JERONIMO MONTEIRO,Professor do ensino profissional,15,0.3333333333333333,46.266666666666666,249443.84133333334,202750.63333333333,549652.1159999999
ES,JERONIMO MONTEIRO,Professor do ensino superior,29,0.3103448275862069,46.55172413793103,300244.69344827585,243418.44344827585,413587.22758620686
ES,JERONIMO MONTEIRO,Professor na educação infantil,39,1,41.666666666666664,73785.68410256409,62622.412307692306,17078.955641025637
ES,JERONIMO MONTEIRO,"Servidor das demais carreiras da administração pública direta, autárquica e fundacional",34,0.3235294117647059,49.64705882352941,87204.60352941178,71767.43176470586,66124.67411764707
ES,JERONIMO MONTEIRO,Técnico da ciência da saúde humana,28,0.8928571428571429,39.464285714285715,61095.298214285714,51450.40035714285,10880.78
ES,JERONIMO MONTEIRO,Trabalhador da indústria extrativa e da construção civil,47,0,39.1063829787234,54949.59957446808,48899.68723404256,23590.167446808508
ES,JERONIMO MONTEIRO,"Trabalhador de atendimento ao público, caixa, despachante, recenseador e afins",10,0.5,41.7,68717.269,56322.675,24154.465000000004
ES,JERONIMO MONTEIRO,Trabalhador de reparação e manutenção,13,0,38.61538461538461,51767.31153846155,45546.397692307684,11594.513076923076
ES,JERONIMO MONTEIRO,Trabalhador dos serviços de proteção e segurança (exceto militar),18,0.05555555555555555,45.22222222222222,93371.17444444443,79348.76277777777,36060.84777777778
ES,JERONIMO MONTEIRO,Trabalhador dos serviços de saúde,14,0.7142857142857143,44.714285714285715,52037.77785714286,46793.204285714295,14141.922857142858
ES,JERONIMO MONTEIRO,"Vendedor e prestador de serviços do comércio, ambulante, caixeiro-viajante e camelô",11,0.36363636363636365,42.36363636363637,50363.14727272727,42758.89090909091,40675.931818181816
ES,JOAO NEIVA,,526,0.4847908745247148,66.71673003802282,121905.31572243346,58260.13049429658,265109.56515209127
ES,JOAO NEIVA,Advogado,18,0.5555555555555556,42.111111111111114,665985.9716666667,132280.995,2036547.0366666669
ES,JOAO NEIVA,"Analista de sistemas, desenvolvedor de software, administrador de redes e bancos de dados e outros especialistas em informática (exceto técnico)",13,0.23076923076923078,31.23076923076923,107760.10692307692,82276.91230769231,69546.05307692307
ES,JOAO NEIVA,"Bancário, economiário, escriturário, secretário, assistente e auxiliar administrativo",117,0.7435897435897436,42.23076923076923,98527.84376068377,70881.34196581197,149748.2160683761
ES,JOAO NEIVA,"Condutor e operador de robôs, veículos de equipamentos de movimentação de carga e afins",15,0,43.266666666666666,88051.18466666667,70728.17866666666,67160.84266666668
ES,JOAO NEIVA,"Dirigente superior da administração pública (ocupante de cargo de direção, chefia, assessoria e de natureza especial), inclusive os das fundações públicas e autarquias",12,0.6666666666666666,41.333333333333336,60410.27666666667,54198.26666666666,72774.39833333333
ES,JOAO NEIVA,"Dirigente, presidente e diretor de empresa industrial, comercial ou prestadora de serviços",159,0.41509433962264153,51.471698113207545,292542.1199371069,58024.03427672955,885381.6666666669
ES,JOAO NEIVA,"Economista, administrador, contador, auditor e afins",25,0.48,42.6,167856.9628,87129.944,131940.1728
ES,JOAO NEIVA,"Enfermeiro de nível superior, nutricionista, farmacêutico e afins",50,0.82,39.5,87468.79299999999,75239.0908,80213.3394
ES,JOAO NEIVA,"Engenheiro, arquiteto e afins",42,0.2619047619047619,37.80952380952381,172535.59690476194,127107.01142857147,234814.45642857146
ES,JOAO NEIVA,"Gerente ou supervisor de empresa industrial, comercial ou prestadora de serviços",41,0.2926829268292683,42.19512195121951,135931.10780487806,82223.25365853659,352085.2914634147
ES,JOAO NEIVA,Médico,20,0.55,39.6,300289.76,126468.577,231560.634
ES,JOAO NEIVA,"Motorista e condutor do transporte de passageiros (motorista de taxi, ônibus, pequena embarcação etc)",74,0.04054054054054054,48.28378378378378,88521.04810810811,45284.62837837838,142664.38635135134
ES,JOAO NEIVA,Odontólogo,21,0.47619047619047616,47.23809523809524,233004.63000000003,121346.95428571427,715669.3723809525
ES,JOAO NEIVA,Outras ocupações não especificadas anteriormente,753,0.3240371845949535,45.01726427622842,98875.50964143426,55828.295564409025,158371.63285524567
ES,JOAO NEIVA,Outros técnicos de nível médio,79,0.2911392405063291,41.70886075949367,108139.27683544304,84913.31000000001,129187.21556962027
ES,JOAO NEIVA,"Outros técnicos de nível médio das ciências físicas, químicas, engenharia e afins",13,0.07692307692307693,38.84615384615385,150655.1176923077,100365.15615384614,122612.02923076923
ES,JOAO NEIVA,Outros trabalhadores de serviços diversos,103,0.3106796116504854,43.679611650485434,66167.1595145631,48376.853689320385,93686.7953398058
ES,JOAO NEIVA,"Pedagogo, orientador educacional",29,0.9655172413793104,53.03448275862069,113494.70655172413,89690.91379310345,132395.08413793103
ES,JOAO NEIVA,Policial Militar,20,0.2,46.95,177800.04049999997,143233.76750000002,95290.08599999998
ES,JOAO NEIVA,Produtor na exploração agropecuária,90,0.2222222222222222,56.75555555555555,359247.86922222225,62063.193000000014,858223.4801111112
ES,JOAO NEIVA,Professor do ensino fundamental,142,0.9084507042253521,50.78169014084507,93979.92570422533,78870.5826056338,94703.38852112675
ES,JOAO NEIVA,Professor do ensino médio,50,0.68,45.22,110048.54060000001,89154.62819999998,82972.9478
ES,JOAO NEIVA,Professor do ensino profissional,16,0.4375,43.125,105303.50437499999,87178.90312499998,33968.237499999996
ES,JOAO NEIVA,Professor na educação infantil,75,0.9866666666666667,48.973333333333336,85288.66666666666,69161.47853333334,85136.70973333334
ES,JOAO NEIVA,"Servidor das carreiras do  Poder Judiciário, Oficial de Justiça, Auxiliar, Assistente e Analista Judiciário",13,0.6153846153846154,43.53846153846154,271178.4053846154,172700.68538461538,482187.6384615385
ES,JOAO NEIVA,"Servidor das demais carreiras da administração pública direta, autárquica e fundacional",38,0.5789473684210527,46.39473684210526,81028.19684210527,62941.04578947369,79450.11921052632
ES,JOAO NEIVA,Técnico da ciência da saúde humana,23,0.782608695652174,41.47826086956522,50381.842173913035,45174.471304347826,1836.9413043478262
ES,JOAO NEIVA,Técnico das ciências administrativas e contábeis,10,0.8,44.5,152384.51499999998,55361.464,187365.28100000002
ES,JOAO NEIVA,Técnico em eletro-eletrônica e fotônica,16,0,43.875,121030.958125,97996.71562500001,175545.49375
ES,JOAO NEIVA,Técnico em metalmecânica,55,0,38.763636363636365,123647.9829090909,94903.25709090909,134931.72563636367
ES,JOAO NEIVA,Trabalhador da fabricação e instalação eletro-eletrônica,11,0,41.18181818181818,100793.42363636364,76966.46636363637,27437.89363636363
ES,JOAO NEIVA,Trabalhador da indústria extrativa e da construção civil,46,0.06521739130434782,44.08695652173913,85008.62086956522,67096.70195652173,135885.30717391302
ES,JOAO NEIVA,Trabalhador da transformação de metais e compósitos,49,0.12244897959183673,42.44897959183673,83907.45265306123,68219.73081632653,77217.303877551
ES,JOAO NEIVA,"Trabalhador das indústrias química, petroquímica, borracha e plástico e afins",33,0.12121212121212122,41.515151515151516,122749.90181818181,93318.95090909091,149915.3727272727
ES,JOAO NEIVA,"Trabalhador de atendimento ao público, caixa, despachante, recenseador e afins",25,0.64,47.76,55591.2512,47406.7624,47659.576799999995
ES,JOAO NEIVA,Trabalhador de instalações e máquinas de fabricação de celulose e papel,94,0.031914893617021274,44.170212765957444,187811.61042553195,143100.94372340426,300638.7525531915
ES,JOAO NEIVA,Trabalhador de instalações siderúrgicas e de materiais de construção,70,0.04285714285714286,42.01428571428571,96409.72014285713,79680.81071428572,39193.25771428571
ES,JOAO NEIVA,Trabalhador de reparação e manutenção,404,0.009900990099009901,43.69059405940594,95570.1278217822,78554.75742574259,86783.88849009902
ES,JOAO NEIVA,Trabalhador dos serviços de hotelaria e alimentação,10,0.9,49.3,50979.849,45223.89700000001,23121.175
ES,JOAO NEIVA,Trabalhador dos serviços de proteção e segurança (exceto militar),24,0.20833333333333334,43,57837.430833333325,48797.909583333334,62414.93708333333
ES,JOAO NEIVA,Trabalhador dos serviços de saúde,29,0.7241379310344828,50.03448275862069,57405.759999999995,48025.01551724139,40307.05379310344
ES,JOAO NEIVA,"Vendedor e prestador de serviços do comércio, ambulante, caixeiro-viajante e camelô",29,0.3103448275862069,42.93103448275862,95475.53586206895,46542.62896551725,223739.63620689657
ES,LARANJA DA TERRA,,180,0.6,60.55555555555556,92965.75616666669,56681.13677777777,174716.36944444448
ES,LARANJA DA TERRA,"Bancário, economiário, escriturário, secretário, assistente e auxiliar administrativo",25,0.56,41.2,116324.98799999998,67503.0452,164584.45560000002
ES,LARANJA DA TERRA,"Dirigente, presidente e diretor de empresa industrial, comercial ou prestadora de serviços",68,0.3235294117647059,45.10294117647059,141472.54117647058,46864.79338235294,431015.41058823525
ES,LARANJA DA TERRA,"Economista, administrador, contador, auditor e afins",10,0.7,37.6,61444.757999999994,49762.479999999996,170652.43300000002
ES,LARANJA DA TERRA,"Enfermeiro de nível superior, nutricionista, farmacêutico e afins",27,0.8148148148148148,37.888888888888886,91148.63703703703,69743.22444444445,124773.5577777778
ES,LARANJA DA TERRA,"Motorista e condutor do transporte de passageiros (motorista de taxi, ônibus, pequena embarcação etc)",36,0,47.69444444444444,72090.03694444447,52461.42222222222,209060.99166666667
ES,LARANJA DA TERRA,Outras ocupações não especificadas anteriormente,106,0.4056603773584906,40.198113207547166,56819.72424528302,44156.129245283024,56563.56896226414
ES,LARANJA DA TERRA,Outros técnicos de nível médio,13,0.6923076923076923,37.07692307692308,81722.00230769231,56862.128461538465,172908.4030769231
ES,LARANJA DA TERRA,Outros trabalhadores de serviços diversos,35,0.17142857142857143,44.2,57107.780000000006,38857.38228571429,152455.15599999996
ES,LARANJA DA TERRA,"Pedagogo, orientador educacional",15,0.7333333333333333,45.13333333333333,119897.64666666667,92803.46533333333,114576.92533333335
ES,LARANJA DA TERRA,Policial Militar,12,0,50.166666666666664,169907.58166666667,138586.56166666665,76549.18166666666
ES,LARANJA DA TERRA,Produtor na exploração agropecuária,91,0.17582417582417584,49.32967032967033,141329.48230769232,45649.40637362637,534417.697032967
ES,LARANJA DA TERRA,Professor do ensino fundamental,109,0.8532110091743119,43.80733944954128,79331.91100917432,66574.95403669725,77756.15064220186
ES,LARANJA DA TERRA,Professor do ensino médio,32,0.53125,39.125,90017.3415625,76541.516875,92754.61625
ES,LARANJA DA TERRA,Professor na educação infantil,33,0.9090909090909091,42.84848484848485,79059.5603030303,59102.89,86948.84878787879
ES,LARANJA DA TERRA,"Servidor das demais carreiras da administração pública direta, autárquica e fundacional",17,0.47058823529411764,44.23529411764706,81297.36117647057,68677.14941176471,70509.89647058824
ES,LARANJA DA TERRA,Técnico da ciência da saúde humana,26,0.9230769230769231,35.38461538461539,49672.961153846154,46228.26038461539,25695.37307692308
ES,LARANJA DA TERRA,"Trabalhador de atendimento ao público, caixa, despachante, recenseador e afins",13,0.6153846153846154,45.38461538461539,61810.673076923085,57217.11230769231,62778.846153846156
ES,LARANJA DA TERRA,Trabalhador dos serviços de saúde,24,0.7916666666666666,44.208333333333336,53718.805,43346.55541666668,42992.26166666666
ES,LARANJA DA TERRA,"Vendedor e prestador de serviços do comércio, ambulante, caixeiro-viajante e camelô",20,0.2,39.2,87352.758,73492.17599999999,61477.6675
ES,LINHARES,,3561,0.5431058691378826,60.542263409154735,112747.81008986235,54413.119750070204,245443.98258073578
ES,LINHARES,Advogado,309,0.42394822006472493,40.92880258899677,189770.24087378642,73636.56556634302,477225.28110032366
ES,LINHARES,"Advogado do setor público, Procurador da Fazenda, Consultor Jurídico, Procurador de autarquias e fundações públicas, Defensor Público",22,0.3181818181818182,42.45454545454545,256574.54909090913,181335.89727272728,320828.3245454546
ES,LINHARES,"Agente e representante comercial, corretor, leiloeiro e afins",32,0.1875,39.59375,119494.63968749999,61780.704687499994,247114.03187499993
ES,LINHARES,Agrônomo e afins,76,0.18421052631578946,43.46052631578947,453078.98750000005,189939.4461842105,728966.7673684212
ES,LINHARES,"Analista de sistemas, desenvolvedor de software, administrador de redes e bancos de dados e outros especialistas em informática (exceto técnico)",237,0.18565400843881857,34.130801687763714,103139.9045147679,65756.30738396624,104816.93388185653
ES,LINHARES,Assistente social e economista doméstico,87,0.9540229885057471,46.14942528735632,89180.04448275862,68504.31689655171,72410.14839080459
ES,LINHARES,"Bancário, economiário, escriturário, secretário, assistente e auxiliar administrativo",1226,0.666394779771615,40.25693311582382,102604.0015660685,69335.94305872756,140415.06535073408
ES,LINHARES,"Biólogo, biomédico e afins",66,0.6818181818181818,38.666666666666664,126763.48545454544,83464.74803030303,294532.875909091
ES,LINHARES,Bombeiro Militar,40,0.075,42.15,163084.23824999997,131926.10874999996,138135.78875
ES,LINHARES,"Cinegrafista, fotógrafo e outros técnicos em operação de máquinas de tratamento de dados",25,0.12,34.12,57329.7236,34885.3164,20541.247199999998
ES,LINHARES,"Condutor e operador de robôs, veículos de equipamentos de movimentação de carga e afins",151,0.039735099337748346,40.913907284768214,59316.88112582781,45264.46364238411,31335.04
ES,LINHARES,"Delegado de Polícia e outros servidores das carreiras de polícia, exceto militar",56,0.17857142857142858,42.42857142857143,232441.48821428575,175539.82482142857,286015.48125
ES,LINHARES,"Desenhista industrial (designer), escultor, pintor artístico e afins",22,0.13636363636363635,35.95454545454545,58099.181818181816,43562.310454545455,44905.56909090909
ES,LINHARES,Desenhista técnico e modelista,10,0.3,32.8,77568.43000000001,63791.376000000004,15317.657000000001
ES,LINHARES,"Dirigente ou administrador de partido político, organização patronal, sindical, filantrópica e religiosa",16,0.125,47.3125,99559.385,68183.06375,135190.246875
ES,LINHARES,"Dirigente superior da administração pública (ocupante de cargo de direção, chefia, assessoria e de natureza especial), inclusive os das fundações públicas e autarquias",43,0.5813953488372093,42.53488372093023,88723.48511627907,75225.85279069767,66794.00395348837
ES,LINHARES,"Dirigente, presidente e diretor de empresa industrial, comercial ou prestadora de serviços",1992,0.3549196787148594,47.21887550200803,393066.39515562245,60762.31615963856,1099315.7709688758
ES,LINHARES,"Economista, administrador, contador, auditor e afins",423,0.5035460992907801,42.635933806146575,187996.7638534279,80859.19903073285,560282.6059338063
ES,LINHARES,Empresário e produtor de espetáculos,18,0.3888888888888889,40.333333333333336,53803.10388888889,22427.307777777776,99291.11944444444
ES,LINHARES,"Enfermeiro de nível superior, nutricionista, farmacêutico e afins",558,0.8136200716845878,39.03584229390681,96302.1014516129,74146.50976702508,102779.24238351255
ES,LINHARES,"Engenheiro, arquiteto e afins",458,0.28820960698689957,38.548034934497814,216454.89220524018,124408.90144104802,472358.69283842796
ES,LINHARES,"Físico, químico, meteorologista, geólogo, oceanógrafo e afins",10,0.7,37,139873.43600000002,87640.454,271120.306
ES,LINHARES,Fisioterapeuta,96,0.7395833333333334,36.364583333333336,102338.13197916666,47784.371041666665,114210.83395833334
ES,LINHARES,Fonoaudiólogo,21,0.9047619047619048,36.19047619047619,129163.99666666666,68976.01761904762,270704.46619047615
ES,LINHARES,"Gerente ou supervisor de empresa industrial, comercial ou prestadora de serviços",814,0.3058968058968059,43.84152334152334,190672.3904176904,96247.08480343981,408765.7052702703
ES,LINHARES,Gerente ou supervisor de empresa pública e sociedade de economia mista,35,0.37142857142857144,44.371428571428574,278833.6388571428,156515.2982857143,471020.4711428572
ES,LINHARES,Instrutor e professor de escolas livres,47,0.5957446808510638,38.53191489361702,77800.65042553193,53185.277659574465,84759.2119148936
ES,LINHARES,Jornalista e repórter,13,0.38461538461538464,34.92307692307692,67337.0476923077,58239.36307692307,52172.85615384615
ES,LINHARES,Médico,495,0.4808080808080808,42.3050505050505,617701.1542222223,212290.68935353536,1560671.0995151512
ES,LINHARES,"Membro do Poder Judiciário (Ministro, Juiz e Desembargador) e de Tribunal de Contas (Ministro e Conselheiro)",10,0.1,47.3,1211407.889,602024.786,1640415.994
ES,LINHARES,"Membro do Poder Legislativo (Senador, Deputado Federal, Deputado Estadual e Vereador)",15,0.13333333333333333,49.06666666666667,354990.6733333333,104124.34666666665,553690.4466666667
ES,LINHARES,"Motorista e condutor do transporte de passageiros (motorista de taxi, ônibus, pequena embarcação etc)",749,0.022696929238985315,46.3845126835781,71858.58251001334,47257.94405874499,65908.63072096127
ES,LINHARES,Odontólogo,251,0.601593625498008,42.24701195219124,261576.47509960164,126555.11693227093,475203.29796812753
ES,LINHARES,Operador de instalações de produção e distribuição de energia,91,0.08791208791208792,39.68131868131868,103616.29010989012,77546.35857142857,91024.9110989011
ES,LINHARES,Operador de máquina agropecuária e florestal,48,0.020833333333333332,38.541666666666664,56620.15166666665,39779.82729166667,27006.248749999995
ES,LINHARES,Outras ocupações não especificadas anteriormente,10464,0.41456422018348627,44.953459480122326,96604.46685110856,47775.17477446482,236061.87632263004
ES,LINHARES,Outros técnicos de nível médio,758,0.24934036939313983,40.55540897097625,121123.70908970978,88410.68985488126,113794.5586939314
ES,LINHARES,"Outros técnicos de nível médio das ciências físicas, químicas, engenharia e afins",132,0.09090909090909091,39.57575757575758,206430.77265151514,153410.55659090905,240354.31507575756
ES,LINHARES,Outros trabalhadores de serviços diversos,1422,0.32770745428973275,43.04641350210971,84795.4199859353,45967.967489451476,77036.70924050633
ES,LINHARES,"Pedagogo, orientador educacional",230,0.9130434782608695,47.743478260869566,97573.9989130435,77191.7756521739,68640.02556521738
ES,LINHARES,"Pescador, caçador e extrativista florestal",1274,0.5141287284144427,47.775510204081634,61368.77882260595,27488.152182103608,34678.53500000001
ES,LINHARES,Policial Militar,339,0.11504424778761062,41.34513274336283,154435.58746312687,117115.69171091444,113769.66050147492
ES,LINHARES,Presidente e diretor de empresa pública e sociedade de economia mista,10,0.2,39.9,83956.17199999999,54173.069,109245.69399999999
ES,LINHARES,"Presidente, diretor, gerente e supervisor de organismo internacional e de organização não-governamental",11,0.18181818181818182,44.54545454545455,87239.25181818182,58277.42272727273,43916.89454545455
ES,LINHARES,Produtor na exploração agropecuária,847,0.2727272727272727,54.71664698937426,683555.7000590318,155814.8567768595,2138282.4108500592
ES,LINHARES,Professor do ensino fundamental,1126,0.8809946714031972,46.69538188277087,94416.17366785082,74685.93357015988,76733.12330373004
ES,LINHARES,Professor do ensino médio,399,0.6791979949874687,46.76190476190476,275249.6173934837,90768.17385964913,137339.1838095238
ES,LINHARES,Professor do ensino profissional,80,0.425,42.1625,146196.5465,106306.560375,201949.78237499998
ES,LINHARES,Professor do ensino superior,71,0.5070422535211268,45.12676056338028,183671.30957746474,119972.02,335952.80633802817
ES,LINHARES,Professor na educação infantil,863,0.9837775202780996,45.115874855156434,82992.39764774044,66908.4701622248,62580.10206257242
ES,LINHARES,Profissional da educação física (exceto professor),42,0.40476190476190477,38.666666666666664,89261.09619047618,43259.45452380952,98055.425
ES,LINHARES,"Profissional de marketing, de publicidade e de comercialização",38,0.21052631578947367,33.6578947368421,82205.40184210526,36647.567631578946,138097.53763157892
ES,LINHARES,Psicólogo,153,0.8562091503267973,37.6797385620915,77816.34130718953,57185.7620261438,80579.2939869281
ES,LINHARES,Sacerdote ou membro de ordens ou seitas religiosas,46,0.021739130434782608,50.80434782608695,111287.2693478261,88418.80913043479,261139.6841304348
ES,LINHARES,Servidor das carreiras de auditoria fiscal e de fiscalização,59,0.3728813559322034,51.728813559322035,275525.7910169492,221245.3198305085,473795.9366101695
ES,LINHARES,"Servidor das carreiras de gestão governamental, analista, gestor e técnico de planejamento",15,0.3333333333333333,45.6,106649.37466666667,85702.78533333332,142695.10066666667
ES,LINHARES,"Servidor das carreiras do  Poder Judiciário, Oficial de Justiça, Auxiliar, Assistente e Analista Judiciário",88,0.42045454545454547,48.35227272727273,317708.8531818182,209291.60386363638,490327.42079545447
ES,LINHARES,Servidor das carreiras do Ministério Público,10,0.5,40.9,252360.05599999995,149262.43099999998,811687.0520000001
ES,LINHARES,Servidor das carreiras do Poder Legislativo,27,0.4074074074074074,39.592592592592595,92554.51222222223,72583.9425925926,129052.68962962963
ES,LINHARES,"Servidor das demais carreiras da administração pública direta, autárquica e fundacional",296,0.44594594594594594,47.70608108108108,98266.97695945945,77516.79570945946,115645.39408783786
ES,LINHARES,Técnico da ciência da saúde humana,300,0.8966666666666666,38.876666666666665,63915.57763333333,52928.54866666666,23716.752733333335
ES,LINHARES,Técnico da produção agropecuária,25,0.08,42.72,128981.6848,73920.74440000001,285877.62159999995
ES,LINHARES,Técnico das ciências administrativas e contábeis,88,0.6931818181818182,41.94318181818182,85947.95954545455,57720.46409090909,101550.97954545455
ES,LINHARES,"Técnico de inspeção, fiscalização e coordenação administrativa",41,0.4146341463414634,38.853658536585364,93632.4068292683,74834.63902439024,123286.11756097562
ES,LINHARES,"Técnico de laboratório, Raios-X e outros equipamentos e instrumentos de diagnóstico",55,0.45454545454545453,42.90909090909091,91644.22945454545,69760.63818181817,98766.63254545454
ES,LINHARES,Técnico em ciências físicas e químicas,38,0.34210526315789475,39.21052631578947,114443.61789473683,89550.51315789473,88910.09368421054
ES,LINHARES,"Técnico em construção civil, de edificações e obras de infra-estrutura",35,0.17142857142857143,45.31428571428572,108021.1997142857,80572.03028571428,320221.91714285716
ES,LINHARES,Técnico em eletro-eletrônica e fotônica,82,0.024390243902439025,38.74390243902439,163656.72963414635,104102.01426829265,215792.2424390244
ES,LINHARES,Técnico em informática,38,0.07894736842105263,37.421052631578945,94449.6647368421,60797.53026315789,156480.3663157895
ES,LINHARES,Técnico em metalmecânica,157,0.05732484076433121,36.59235668789809,113208.61280254778,89891.18789808918,69809.0213375796
ES,LINHARES,Técnico em transportes (logística),45,0.15555555555555556,40.15555555555556,83558.9551111111,53610.87022222223,69248.03155555556
ES,LINHARES,"Trabalhador da fabricação de alimentos, bebidas, fumo e de agroindústrias",221,0.248868778280543,37.800904977375566,80632.00199095023,64393.07556561086,62174.72438914026
ES,LINHARES,Trabalhador da fabricação e instalação eletro-eletrônica,182,0.14285714285714285,34.13186813186813,79748.98873626374,54553.37483516483,41060.54873626374
ES,LINHARES,Trabalhador da indústria extrativa e da construção civil,128,0.0234375,43.2578125,73747.891015625,52083.47335937499,42643.875390625006
ES,LINHARES,Trabalhador da transformação de metais e compósitos,477,0.16771488469601678,35.909853249475894,77162.12310272537,57120.86823899371,34064.04622641509
ES,LINHARES,Trabalhador das indústrias de madeira e do mobiliário,392,0.15816326530612246,42.58163265306123,64396.57114795919,49909.83951530612,68472.3943367347
ES,LINHARES,"Trabalhador das indústrias química, petroquímica, borracha e plástico e afins",151,0.09271523178807947,41.88741721854305,211165.49370860928,155503.6128476821,423358.08933774836
ES,LINHARES,"Trabalhador das indústrias têxteis, do curtimento, do vestuário e das artes gráficas",66,0.36363636363636365,41.71212121212121,63313.409545454546,54161.17606060608,47247.5696969697
ES,LINHARES,"Trabalhador de atendimento ao público, caixa, despachante, recenseador e afins",259,0.7104247104247104,41.907335907335906,69557.64432432434,50110.362895752885,38594.45972972973
ES,LINHARES,Trabalhador de instalações e máquinas de fabricação de celulose e papel,21,0.047619047619047616,41.19047619047619,107940.34523809524,86706.0457142857,287747.98333333334
ES,LINHARES,Trabalhador de instalações siderúrgicas e de materiais de construção,102,0.09803921568627451,39.86274509803921,63667.45147058824,51705.77637254903,11854.88362745098
ES,LINHARES,Trabalhador de outras instalações agroindustriais,89,0.14606741573033707,40.831460674157306,91189.27438202247,70366.51696629214,29049.373483146064
ES,LINHARES,Trabalhador de reparação e manutenção,731,0.04514363885088919,40.48016415868673,81620.12751025992,62238.001463748304,53337.737277701795
ES,LINHARES,"Trabalhador dos serviços de administração, conservação e manutenção de edifícios",59,0.5932203389830508,40.57627118644068,60905.638644067796,43820.65661016948,50409.92610169492
ES,LINHARES,Trabalhador dos serviços de embelezamento e cuidados pessoais,63,0.746031746031746,40.63492063492063,48190.521269841265,24444.71015873016,86467.46238095238
ES,LINHARES,Trabalhador dos serviços de hotelaria e alimentação,47,0.6382978723404256,43.97872340425532,56695.23723404255,35819.424468085104,29442.732553191487
ES,LINHARES,Trabalhador dos serviços de proteção e segurança (exceto militar),306,0.13398692810457516,43.826797385620914,78748.23696078431,57540.607581699354,53431.27137254902
ES,LINHARES,Trabalhador dos serviços de saúde,218,0.8027522935779816,47.518348623853214,72527.16486238533,57457.71311926606,46762.12288990826
ES,LINHARES,Trabalhador dos serviços domésticos em geral,68,0.8382352941176471,47.161764705882355,57006.00661764706,25137.466029411768,14129.498970588236
ES,LINHARES,Trabalhador na  exploração agropecuária,127,0.18110236220472442,47.59055118110236,136104.21472440945,56511.33314960629,277725.2292913386
ES,LINHARES,"Vendedor e prestador de serviços do comércio, ambulante, caixeiro-viajante e camelô",1028,0.38910505836575876,39.73929961089494,86261.89196498056,62647.00289883268,83241.89982490274
ES,LINHARES,"Veterinário, patologista (veterinário) e zootecnista",34,0.5882352941176471,42.44117647058823,188607.4029411765,99143.99264705881,384485.9976470588
ES,MANTENOPOLIS,,259,0.637065637065637,61.277992277992276,71733.6786872587,50500.22258687259,104254.85220077219
ES,MANTENOPOLIS,Advogado,15,0.6,37.86666666666667,52092.74333333333,46779.957333333325,74829.33933333332
ES,MANTENOPOLIS,"Bancário, economiário, escriturário, secretário, assistente e auxiliar administrativo",27,0.5555555555555556,39.25925925925926,58989.724814814814,45901.20925925927,75007.15999999999
ES,MANTENOPOLIS,"Dirigente superior da administração pública (ocupante de cargo de direção, chefia, assessoria e de natureza especial), inclusive os das fundações públicas e autarquias",13,0.3076923076923077,46.84615384615385,108061.18076923076,75030.41153846154,211505.86461538463
ES,MANTENOPOLIS,"Dirigente, presidente e diretor de empresa industrial, comercial ou prestadora de serviços",184,0.358695652173913,45.5,52772.40717391303,34382.50586956522,179242.14418478264
ES,MANTENOPOLIS,"Enfermeiro de nível superior, nutricionista, farmacêutico e afins",36,0.8055555555555556,38.5,63574.582222222234,55199.81833333333,82725.98249999998
ES,MANTENOPOLIS,Médico,18,0.3333333333333333,37.55555555555556,199895.70722222223,149007.6844444444,729418.6961111111
