UF,Municipio,Profissao,Quantidade,PctFeminino,MediaIdade,MediaRendTotal,MediaRendTrib,MediaPatrimonio
ES,CACHOEIRO DE ITAPEMIRIM,"Condutor e operador de robôs, veículos de equipamentos de movimentação de carga e afins",172,0,43.48255813953488,63858.65168604651,52393.72883720931,30230.35319767442
ES,CACHOEIRO DE ITAPEMIRIM,"Delegado de Polícia e outros servidores das carreiras de polícia, exceto militar",113,0.20353982300884957,45.68141592920354,237255.43398230086,190348.29159292037,329802.2333628318
ES,CACHOEIRO DE ITAPEMIRIM,"Desenhista industrial (designer), escultor, pintor artístico e afins",19,0.10526315789473684,37.526315789473685,136419.70368421054,42453.33631578947,208816.2594736842
ES,CACHOEIRO DE ITAPEMIRIM,Desenhista técnico e modelista,11,0.36363636363636365,49.72727272727273,65648.5990909091,52538.75,171801.22272727275
ES,CACHOEIRO DE ITAPEMIRIM,"Dirigente superior da administração pública (ocupante de cargo de direção, chefia, assessoria e de natureza especial), inclusive os das fundações públicas e autarquias",87,0.5402298850574713,45.264367816091955,77265.8564367816,64356.87068965518,121368.42264367816
ES,CACHOEIRO DE ITAPEMIRIM,"Dirigente, presidente e diretor de empresa industrial, comercial ou prestadora de serviços",3336,0.35071942446043164,47.32434052757794,330223.8765527578,53320.0518794964,927630.380926259
ES,CACHOEIRO DE ITAPEMIRIM,"Economista, administrador, contador, auditor e afins",432,0.4837962962962963,45.375,168664.56918981482,87544.78178240742,524168.2255092593
ES,CACHOEIRO DE ITAPEMIRIM,Empresário e produtor de espetáculos,12,0.4166666666666667,40,52259.79583333334,15142.12,50750.6
ES,CACHOEIRO DE ITAPEMIRIM,"Enfermeiro de nível superior, nutricionista, farmacêutico e afins",763,0.8309305373525557,38.81389252948886,92939.76374836173,72247.15104849279,96173.35339449541
ES,CACHOEIRO DE ITAPEMIRIM,"Engenheiro, arquiteto e afins",370,0.3027027027027027,40.63513513513514,167029.9875675676,98496.59672972973,453216.1722702703
ES,CACHOEIRO DE ITAPEMIRIM,"Físico, químico, meteorologista, geólogo, oceanógrafo e afins",27,0.2962962962962963,38.7037037037037,259413.25111111108,117779.98666666668,728824.6811111112
ES,CACHOEIRO DE ITAPEMIRIM,Fisioterapeuta,158,0.7088607594936709,37.19620253164557,82181.90930379745,62059.05297468355,124987.56221518986
ES,CACHOEIRO DE ITAPEMIRIM,Fonoaudiólogo,29,0.9655172413793104,38.172413793103445,106732.79413793102,59056.217931034495,130935.39310344825
ES,CACHOEIRO DE ITAPEMIRIM,"Gerente ou supervisor de empresa industrial, comercial ou prestadora de serviços",1335,0.33707865168539325,46.20299625468165,241741.0820898876,74555.55894382023,729711.0783445693
ES,CACHOEIRO DE ITAPEMIRIM,Gerente ou supervisor de empresa pública e sociedade de economia mista,49,0.3469387755102041,45.36734693877551,121907.53142857144,98177.1351020408,138176.46306122447
ES,CACHOEIRO DE ITAPEMIRIM,Instrutor e professor de escolas livres,62,0.5645161290322581,42.725806451612904,62907.045967741935,49100.555483870965,85392.78838709678
ES,CACHOEIRO DE ITAPEMIRIM,Jornalista e repórter,22,0.6818181818181818,42.04545454545455,72704.5390909091,60878.75727272728,130715.58863636364
ES,CACHOEIRO DE ITAPEMIRIM,"Matemático, estatístico, atuário e afins",15,0.4,40.06666666666667,113073.79800000001,93324.05600000001,104662.09000000001
ES,CACHOEIRO DE ITAPEMIRIM,Médico,703,0.4879089615931721,43.51778093883357,607764.3498862019,356758.5347510668,1634597.2033001424
ES,CACHOEIRO DE ITAPEMIRIM,"Membro do Poder Judiciário (Ministro, Juiz e Desembargador) e de Tribunal de Contas (Ministro e Conselheiro)",17,0.23529411764705882,47.64705882352941,1046285.5976470588,551108.6052941176,1656414.4129411764
ES,CACHOEIRO DE ITAPEMIRIM,"Membro do Poder Legislativo (Senador, Deputado Federal, Deputado Estadual e Vereador)",14,0,48,523662.54357142845,167962.19000000003,965241.0314285714
ES,CACHOEIRO DE ITAPEMIRIM,Militar da Marinha,13,0,43.53846153846154,158361.80153846156,118854.48923076922,95372.86230769231
ES,CACHOEIRO DE ITAPEMIRIM,Militar do Exército,13,0.15384615384615385,60.61538461538461,159406.91615384616,105324.39615384616,54975.66615384615
ES,CACHOEIRO DE ITAPEMIRIM,"Motorista e condutor do transporte de passageiros (motorista de taxi, ônibus, pequena embarcação etc)",696,0.027298850574712645,48.83764367816092,68822.37834770116,43387.92728448276,85213.45567528736
ES,CACHOEIRO DE ITAPEMIRIM,"Músico, arranjador, regente de orquestra ou coral",10,0.2,34.7,53746.460999999996,39125.753,57487.960999999996
ES,CACHOEIRO DE ITAPEMIRIM,Odontólogo,300,0.6166666666666667,45.49666666666667,223058.87633333332,142394.00366666666,640721.5763333334
ES,CACHOEIRO DE ITAPEMIRIM,Operador de instalações de produção e distribuição de energia,34,0.029411764705882353,44.76470588235294,106618.28411764707,88649.08117647059,30507.893823529408
ES,CACHOEIRO DE ITAPEMIRIM,Operador de máquina agropecuária e florestal,14,0,46.92857142857143,54853.96071428572,46019.80357142857,53932.06285714286
ES,CACHOEIRO DE ITAPEMIRIM,Outras ocupações não especificadas anteriormente,8797,0.346936455609867,44.652267818574515,80287.73791292484,48066.881000341025,151180.32387973173
ES,CACHOEIRO DE ITAPEMIRIM,Outros profissionais do espetáculo e das artes,11,0.5454545454545454,39.81818181818182,58988.82818181819,34403.755454545455,100317.98272727273
ES,CACHOEIRO DE ITAPEMIRIM,Outros técnicos de nível médio,500,0.452,43.868,93302.87192,72782.00232000001,93260.65182000003
ES,CACHOEIRO DE ITAPEMIRIM,"Outros técnicos de nível médio das ciências físicas, químicas, engenharia e afins",61,0.16393442622950818,39.59016393442623,130304.2036065574,92136.74409836065,166399.86065573775
ES,CACHOEIRO DE ITAPEMIRIM,Outros trabalhadores de serviços diversos,1148,0.27264808362369336,44.10191637630662,63720.695043554006,45363.9512456446,71504.47905052264
ES,CACHOEIRO DE ITAPEMIRIM,"Pedagogo, orientador educacional",335,0.9044776119402985,47.74029850746269,98232.65859701492,83688.37298507463,65608.18480597016
ES,CACHOEIRO DE ITAPEMIRIM,"Piloto de aeronaves, comandante de embarcações e oficiais de máquinas",11,0,50.81818181818182,271092.30000000005,215391.62272727274,814581.4527272728
ES,CACHOEIRO DE ITAPEMIRIM,Policial Militar,398,0.08040201005025126,40.459798994974875,141033.0251005025,113472.38067839197,57888.132562814084
ES,CACHOEIRO DE ITAPEMIRIM,Presidente e diretor de empresa pública e sociedade de economia mista,15,0.4,44.53333333333333,444968.3306666667,46995.032,802957.2306666668
ES,CACHOEIRO DE ITAPEMIRIM,"Presidente, diretor, gerente e supervisor de organismo internacional e de organização não-governamental",14,0.2857142857142857,46.285714285714285,115195.84285714284,76048.125,102137.65714285713
ES,CACHOEIRO DE ITAPEMIRIM,Produtor na exploração agropecuária,177,0.21468926553672316,58.54237288135593,501845.5957627118,53777.78926553673,2592257.281242938
ES,CACHOEIRO DE ITAPEMIRIM,Professor do ensino fundamental,1364,0.842375366568915,46.212609970674485,84791.78835777126,70430.64802785922,59124.47747800586
ES,CACHOEIRO DE ITAPEMIRIM,Professor do ensino médio,567,0.6631393298059964,46.63139329805996,107412.68765432098,85640.21123456788,98169.42599647268
ES,CACHOEIRO DE ITAPEMIRIM,Professor do ensino profissional,93,0.40860215053763443,42.763440860215056,163514.3292473118,132579.60107526882,2051118.8044086024
ES,CACHOEIRO DE ITAPEMIRIM,Professor do ensino superior,100,0.56,44.92,168700.8674,128992.8532,253734.90079999994
ES,CACHOEIRO DE ITAPEMIRIM,Professor na educação infantil,770,0.9792207792207792,44.505194805194805,71375.79783116883,62870.627415584415,39680.72172727273
ES,CACHOEIRO DE ITAPEMIRIM,Profissional da educação física (exceto professor),50,0.28,36.96,44262.77420000001,32053.337799999998,125028.119
ES,CACHOEIRO DE ITAPEMIRIM,"Profissional de marketing, de publicidade e de comercialização",32,0.46875,36.75,61825.315,45965.28375,67937.95906250001
ES,CACHOEIRO DE ITAPEMIRIM,Psicólogo,199,0.8542713567839196,37.74874371859296,86578.42934673365,56660.94180904524,81611.9403517588
ES,CACHOEIRO DE ITAPEMIRIM,Sacerdote ou membro de ordens ou seitas religiosas,106,0.03773584905660377,52.5377358490566,77489.73141509436,67774.25896226415,96041.26556603776
ES,CACHOEIRO DE ITAPEMIRIM,Servidor das carreiras de auditoria fiscal e de fiscalização,107,0.40186915887850466,52.81308411214953,278283.0242990654,205984.59906542057,563828.2662616824
ES,CACHOEIRO DE ITAPEMIRIM,"Servidor das carreiras de gestão governamental, analista, gestor e técnico de planejamento",14,0.42857142857142855,44.857142857142854,100428.41285714286,83048.13857142859,97067.58428571433
ES,CACHOEIRO DE ITAPEMIRIM,"Servidor das carreiras do  Poder Judiciário, Oficial de Justiça, Auxiliar, Assistente e Analista Judiciário",189,0.5343915343915344,51.13227513227513,366698.14931216923,229898.70671957673,672671.1364021164
ES,CACHOEIRO DE ITAPEMIRIM,Servidor das carreiras do Ministério Público,24,0.4583333333333333,43.083333333333336,253125.1958333334,172481.48666666666,415051.56625
ES,CACHOEIRO DE ITAPEMIRIM,Servidor das carreiras do Poder Legislativo,58,0.5862068965517241,44.172413793103445,109416.79465517243,92534.99310344829,78103.19068965517
ES,CACHOEIRO DE ITAPEMIRIM,"Servidor das demais carreiras da administração pública direta, autárquica e fundacional",433,0.5057736720554272,49.99076212471132,109900.82967667439,85462.92288683602,153166.16404157048
ES,CACHOEIRO DE ITAPEMIRIM,Técnico da ciência da saúde humana,587,0.9045996592844975,40.323679727427596,61169.91465076661,54563.03860306643,14821.438517887564
ES,CACHOEIRO DE ITAPEMIRIM,Técnico das ciências administrativas e contábeis,180,0.6777777777777778,45.78888888888889,96611.71244444445,61639.35794444444,180179.03361111108
ES,CACHOEIRO DE ITAPEMIRIM,"Técnico de inspeção, fiscalização e coordenação administrativa",26,0.5384615384615384,41.19230769230769,82395.35923076923,66985.31423076923,110854.7226923077
ES,CACHOEIRO DE ITAPEMIRIM,"Técnico de laboratório, Raios-X e outros equipamentos e instrumentos de diagnóstico",129,0.6046511627906976,41.31782945736434,79053.88759689922,70625.64170542637,57709.311860465124
ES,CACHOEIRO DE ITAPEMIRIM,Técnico em ciências físicas e químicas,28,0.14285714285714285,42.57142857142857,88964.18178571427,72133.2982142857,87219.75035714285
ES,CACHOEIRO DE ITAPEMIRIM,"Técnico em construção civil, de edificações e obras de infra-estrutura",33,0.12121212121212122,45.27272727272727,68732.18484848485,54731.04363636363,62256.638181818176
ES,CACHOEIRO DE ITAPEMIRIM,Técnico em eletro-eletrônica e fotônica,31,0.03225806451612903,41.70967741935484,102312.9129032258,68203.82387096774,115095.89451612903
ES,CACHOEIRO DE ITAPEMIRIM,Técnico em informática,50,0.08,35.56,59508.6508,43991.1204,87263.13139999998
ES,CACHOEIRO DE ITAPEMIRIM,Técnico em metalmecânica,34,0.029411764705882353,38.44117647058823,75444.78176470588,62861.59470588236,95606.59382352942
ES,CACHOEIRO DE ITAPEMIRIM,Técnico em mineralogia e geologia,11,0.18181818181818182,42.90909090909091,130466.90727272727,91157.79545454546,232398.95
ES,CACHOEIRO DE ITAPEMIRIM,Técnico em transportes (logística),47,0.14893617021276595,38.8936170212766,72459.18,56723.05382978724,56027.522978723406
ES,CACHOEIRO DE ITAPEMIRIM,Terapeuta Ocupacional,14,0.9285714285714286,32.92857142857143,111932.52857142857,61754.208571428564,52102.852142857155
ES,CACHOEIRO DE ITAPEMIRIM,Titular de Cartório,13,0.5384615384615384,56.84615384615385,1898297.8238461537,1744186.423076923,2121912.940769231
ES,CACHOEIRO DE ITAPEMIRIM,"Trabalhador da fabricação de alimentos, bebidas, fumo e de agroindústrias",84,0.17857142857142858,42.964285714285715,56862.14297619047,47051.43297619048,64313.4111904762
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador da fabricação e instalação eletro-eletrônica,30,0.03333333333333333,40.5,93057.21533333331,80026.28700000001,104791.62599999999
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador da indústria extrativa e da construção civil,1085,0.04423963133640553,43.26451612903226,63418.50760368662,55037.78282949309,54529.54400921659
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador da transformação de metais e compósitos,209,0.009569377990430622,43.717703349282296,61802.54507177034,51323.203684210544,55754.125885167465
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador das indústrias de madeira e do mobiliário,22,0.045454545454545456,42.90909090909091,59578.9709090909,51046.24181818182,26632.770454545458
ES,CACHOEIRO DE ITAPEMIRIM,"Trabalhador das indústrias química, petroquímica, borracha e plástico e afins",38,0.02631578947368421,40.44736842105263,164953.36315789475,116377.02657894736,144753.27526315788
ES,CACHOEIRO DE ITAPEMIRIM,"Trabalhador das indústrias têxteis, do curtimento, do vestuário e das artes gráficas",16,0.5,46.0625,37363.843125,30757.023125000007,26238.641874999998
ES,CACHOEIRO DE ITAPEMIRIM,"Trabalhador de atendimento ao público, caixa, despachante, recenseador e afins",295,0.6169491525423729,41.13898305084746,62085.87081355931,48475.93718644068,70898.59983050846
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador de instalações e máquinas de fabricação de celulose e papel,14,0.2857142857142857,32.285714285714285,100320.93000000001,80124.78714285714,40239.00214285714
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador de instalações siderúrgicas e de materiais de construção,51,0.058823529411764705,40.15686274509804,57457.45862745099,49004.279411764706,39447.12509803922
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador de outras instalações agroindustriais,71,0.014084507042253521,45.394366197183096,136454.2185915493,57512.09422535212,174846.69140845072
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador de reparação e manutenção,674,0.008902077151335312,43.710682492581604,71823.4790504451,58199.36933234423,66249.10859050445
ES,CACHOEIRO DE ITAPEMIRIM,"Trabalhador dos serviços de administração, conservação e manutenção de edifícios",71,0.4084507042253521,46.436619718309856,45749.14605633803,39758.252676056334,47634.636901408456
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador dos serviços de embelezamento e cuidados pessoais,68,0.7941176470588235,41.470588235294116,41505.73426470588,27839.367647058825,75671.30338235294
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador dos serviços de hotelaria e alimentação,53,0.5094339622641509,44.41509433962264,60370.17301886792,48843.43698113209,60142.83943396226
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador dos serviços de proteção e segurança (exceto militar),365,0.15616438356164383,44.40821917808219,78559.39128767123,63475.434602739726,34994.871780821915
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador dos serviços de saúde,510,0.8529411764705882,43.95882352941177,61866.13196078431,54709.661254901956,22440.217980392154
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador dos serviços domésticos em geral,36,0.8055555555555556,48.833333333333336,57327.51583333334,35940.659444444434,46555.86750000001
ES,CACHOEIRO DE ITAPEMIRIM,Trabalhador na  exploração agropecuária,31,0.03225806451612903,54.03225806451613,146314.1835483871,49121.74709677419,750384.2412903225
ES,CACHOEIRO DE ITAPEMIRIM,"Vendedor e prestador de serviços do comércio, ambulante, caixeiro-viajante e camelô",1402,0.362339514978602,42.403708987161195,76877.64157631954,54341.823673323815,127476.76231811696
ES,CACHOEIRO DE ITAPEMIRIM,"Veterinário, patologista (veterinário) e zootecnista",50,0.46,41.66,202943.8754,72716.014,518754.57479999994
ES,CARIACICA,,8994,0.4715365799421837,61.587391594396266,91766.1814598621,52841.68382366023,137695.35270068934
ES,CARIACICA,Advogado,338,0.5355029585798816,39.43195266272189,119845.42204142011,46922.65088757397,230191.66609467453
ES,CARIACICA,"Advogado do setor público, Procurador da Fazenda, Consultor Jurídico, Procurador de autarquias e fundações públicas, Defensor Público",15,0.4666666666666667,41.8,173336.404,136319.40466666667,283381.494
ES,CARIACICA,"Agente de Bolsa de Valores, câmbio e outros serviços financeiros",16,0.5,37.5625,53495.472499999996,45025.371875000004,40260.334375
ES,CARIACICA,"Agente e representante comercial, corretor, leiloeiro e afins",98,0.3469387755102041,39.142857142857146,59251.43571428572,40628.35806122448,76175.87010204082
ES,CARIACICA,Agrônomo e afins,18,0.3333333333333333,42.94444444444444,91946.5611111111,67674.47333333333,91646.50277777779
ES,CARIACICA,"Analista de sistemas, desenvolvedor de software, administrador de redes e bancos de dados e outros especialistas em informática (exceto técnico)",877,0.2234891676168757,33.58380843785633,108645.71493728622,76489.71419612314,90020.27752565565
ES,CARIACICA,Assistente social e economista doméstico,194,0.9072164948453608,43.98453608247423,77748.78659793815,64571.98644329898,53590.655
ES,CARIACICA,"Bancário, economiário, escriturário, secretário, assistente e auxiliar administrativo",2412,0.6364013266998342,39.45978441127695,77521.34219320066,58839.16387230514,71611.45664179102
ES,CARIACICA,"Bibliotecário, documentalista, arquivólogo, museólogo",50,0.74,44.82,76195.9162,63802.98560000001,67618.0884
ES,CARIACICA,"Biólogo, biomédico e afins",67,0.7313432835820896,35.582089552238806,232518.59298507465,63615.961791044785,72843.58223880599
ES,CARIACICA,Bombeiro Militar,104,0.08653846153846154,41.17307692307692,164747.6993269231,129671.92259615388,100803.07990384616
ES,CARIACICA,"Cinegrafista, fotógrafo e outros técnicos em operação de máquinas de tratamento de dados",40,0.15,39.1,55048.264749999995,42738.740249999995,8693.278
ES,CARIACICA,"Comissário de bordo, guia de turismo, agente de viagem e afins",24,0.2916666666666667,34.375,72572.19166666665,48798.14000000001,43215.16999999999
ES,CARIACICA,"Condutor e operador de robôs, veículos de equipamentos de movimentação de carga e afins",421,0.030878859857482184,44.703087885985745,80489.55125890736,56218.79793349169,50589.6329928741
ES,CARIACICA,Corretor e Administrador de Imóveis,11,0.36363636363636365,41.18181818181818,59296.31363636363,9768.189090909093,90360.69454545453
ES,CARIACICA,"Delegado de Polícia e outros servidores das carreiras de polícia, exceto militar",217,0.2304147465437788,48.68663594470046,216408.7777419355,165671.09354838709,206275.8694470046
ES,CARIACICA,"Desenhista industrial (designer), escultor, pintor artístico e afins",51,0.39215686274509803,35.509803921568626,54143.27705882353,39127.03607843138,51387.28176470588
ES,CARIACICA,Desenhista técnico e modelista,19,0.42105263157894735,32.78947368421053,63023.16105263157,45733.29894736842,41422.883157894736
ES,CARIACICA,"Dirigente ou administrador de partido político, organização patronal, sindical, filantrópica e religiosa",13,0.23076923076923078,53.38461538461539,102017.57076923076,70840.6223076923,68888.76307692307
ES,CARIACICA,"Dirigente superior da administração pública (ocupante de cargo de direção, chefia, assessoria e de natureza especial), inclusive os das fundações públicas e autarquias",111,0.5675675675675675,45.91891891891892,110213.6272072072,87121.96180180182,119728.01873873873
ES,CARIACICA,"Dirigente, presidente e diretor de empresa industrial, comercial ou prestadora de serviços",3108,0.34523809523809523,45.97039897039897,163528.08379343632,35652.73582046332,370261.19010617747
ES,CARIACICA,"Economista, administrador, contador, auditor e afins",863,0.5643105446118193,40.149478563151796,107493.35126303592,70869.78701042876,201391.13784472767
ES,CARIACICA,Empresário e produtor de espetáculos,15,0.3333333333333333,34.06666666666667,34148.856,16002.073999999999,22351.35
ES,CARIACICA,"Enfermeiro de nível superior, nutricionista, farmacêutico e afins",921,0.8078175895765473,36.94788273615635,85128.24489685123,68252.06393051033,60084.25827361563
ES,CARIACICA,"Engenheiro, arquiteto e afins",474,0.35654008438818563,37.28691983122363,147789.41550632913,93117.93299578059,210897.9131434599
ES,CARIACICA,"Físico, químico, meteorologista, geólogo, oceanógrafo e afins",47,0.5319148936170213,36.276595744680854,95916.42361702128,70897.72638297871,133586.55425531918
ES,CARIACICA,Fisioterapeuta,120,0.85,34.53333333333333,60910.78049999999,40181.102333333336,48196.40699999999
ES,CARIACICA,Fonoaudiólogo,40,0.925,36.025,76769.62975,42846.856499999994,45693.42675
ES,CARIACICA,"Gerente ou supervisor de empresa industrial, comercial ou prestadora de serviços",1609,0.3356121814791796,44.088875077688,117326.01351149782,67418.31825978869,192350.65430702298
ES,CARIACICA,Gerente ou supervisor de empresa pública e sociedade de economia mista,90,0.37777777777777777,44.34444444444444,154599.63677777778,96743.1021111111,156595.558
ES,CARIACICA,Instrutor e professor de escolas livres,97,0.3917525773195876,40.96907216494845,61837.67814432989,45494.21030927835,59617.61896907217
ES,CARIACICA,"Joalheiro, vidreiro, ceramista e afins",23,0.043478260869565216,40.21739130434783,50965.57304347827,42011.3752173913,14943.865652173914
ES,CARIACICA,Jornalista e repórter,61,0.5901639344262295,35.63934426229508,76066.26508196721,60286.462950819674,57964.34360655738
ES,CARIACICA,"Matemático, estatístico, atuário e afins",22,0.4090909090909091,40.5,142916.43636363637,115529.38136363636,238002.4831818182
ES,CARIACICA,Médico,166,0.6325301204819277,39.30722891566265,321649.0131325301,109414.72939759034,-390806.21499999985
ES,CARIACICA,"Membro do Poder Executivo (Presidente da República, Vice-Presidente da República, Ministro de Estado, Governador, Vice-Governador, Prefeito, Vice-Prefeito",10,0.3,52.4,514855.692,336549.12,1489231.052
ES,CARIACICA,"Membro do Poder Legislativo (Senador, Deputado Federal, Deputado Estadual e Vereador)",23,0.2608695652173913,50.608695652173914,203919.7460869565,184121.83869565217,256637.94565217392
ES,CARIACICA,Militar da Marinha,49,0,47.69387755102041,150204.28224489797,115977.06244897959,29223.682040816326
ES,CARIACICA,Militar do Exército,19,0.05263157894736842,35.05263157894737,76265.65263157894,61363.66842105263,9767.722105263158
ES,CARIACICA,"Motorista e condutor do transporte de passageiros (motorista de taxi, ônibus, pequena embarcação etc)",2633,0.02734523357387011,47.43068742878845,62512.06638815039,44822.81380554501,47327.435248765665
ES,CARIACICA,"Músico, arranjador, regente de orquestra ou coral",13,0.23076923076923078,42.30769230769231,100654.20076923078,78685.86384615385,85917.27076923076
ES,CARIACICA,Odontólogo,143,0.6713286713286714,40.88111888111888,171782.7686013986,104686.7495804196,447363.0607692309
ES,CARIACICA,Operador de instalações de produção e distribuição de energia,93,0.06451612903225806,40.634408602150536,103472.961827957,80293.46258064515,95873.89182795696
ES,CARIACICA,Operador de máquina agropecuária e florestal,42,0.023809523809523808,36.61904761904762,51710.39666666666,42436.680714285714,1964.3059523809525
ES,CARIACICA,Outras ocupações não especificadas anteriormente,15591,0.3523827849400295,45.22333397472901,76491.48202937591,48321.190661278946,81466.63960554167
ES,CARIACICA,Outros profissionais do espetáculo e das artes,20,0.65,41.9,50622.090000000004,30689.9565,194623.60950000002
ES,CARIACICA,Outros técnicos de nível médio,1711,0.3495032144944477,43.21917007597896,91432.88133255407,68306.76039158386,68969.39518410288
ES,CARIACICA,"Outros técnicos de nível médio das ciências físicas, químicas, engenharia e afins",199,0.18592964824120603,40.39698492462311,119482.27391959798,89178.69628140704,126526.59336683417
ES,CARIACICA,Outros trabalhadores de serviços diversos,3148,0.25381194409148666,43.83449809402796,71873.93232846253,46954.276931385015,51861.34466327827
ES,CARIACICA,"Pedagogo, orientador educacional",467,0.9122055674518201,47.82441113490364,96080.42751605996,81919.93777301925,58905.865203426125
ES,CARIACICA,"Pescador, caçador e extrativista florestal",22,0.2727272727272727,47.81818181818182,112822.7631818182,45445.289090909086,120395.94954545452
ES,CARIACICA,Policial Militar,1281,0.15144418423106948,40.33021077283372,145740.37281811086,116235.28494925842,72979.29442622952
ES,CARIACICA,Presidente e diretor de empresa pública e sociedade de economia mista,20,0.25,44.15,105586.753,42184.87499999999,330004.7845
ES,CARIACICA,"Presidente, diretor, gerente e supervisor de organismo internacional e de organização não-governamental",19,0.3684210526315789,40.10526315789474,111381.28842105262,66797.64578947368,147686.05105263158
ES,CARIACICA,Produtor na exploração agropecuária,61,0.19672131147540983,49.81967213114754,523465.26049180335,86196.49327868855,672730.6467213114
ES,CARIACICA,Professor do ensino fundamental,2257,0.8183429330970314,46.856889676561806,90164.8814887018,76832.9149712007,50156.699725299055
ES,CARIACICA,Professor do ensino médio,786,0.5699745547073791,44.474554707379134,102234.50665394403,84463.58029262086,70728.55363867684
ES,CARIACICA,Professor do ensino profissional,114,0.4824561403508772,44.57017543859649,122528.81763157896,100003.21842105262,127083.46552631579
ES,CARIACICA,Professor do ensino superior,64,0.5,44.375,190439.80921875,147874.71375,197666.12093749997
ES,CARIACICA,Professor na educação infantil,1261,0.957176843774782,45.93655828707375,79887.15544012688,70054.80908802539,37749.98344171293
ES,CARIACICA,Profissional da educação física (exceto professor),64,0.34375,35.75,43742.19734375,30653.96546875,44531.74156249999
ES,CARIACICA,"Profissional de marketing, de publicidade e de comercialização",114,0.543859649122807,35.08771929824562,70270.87201754385,50713.48719298245,40059.04570175439
ES,CARIACICA,Psicólogo,191,0.8795811518324608,35.95811518324607,75886.85068062827,49064.4245026178,74965.64267015707
ES,CARIACICA,Sacerdote ou membro de ordens ou seitas religiosas,168,0.05952380952380952,51.892857142857146,94306.05047619047,84634.87440476191,119705.94958333332
ES,CARIACICA,Servidor das carreiras de auditoria fiscal e de fiscalização,40,0.15,51.725,228260.89625,189339.009,287818.887
ES,CARIACICA,Servidor das carreiras de ciência e tecnologia,10,0.2,41.5,106585.50700000001,80798.52300000002,52798.29599999999
ES,CARIACICA,"Servidor das carreiras de gestão governamental, analista, gestor e técnico de planejamento",44,0.45454545454545453,41.06818181818182,138260.07795454544,113433.78568181816,106358.73909090912
ES,CARIACICA,"Servidor das carreiras do  Poder Judiciário, Oficial de Justiça, Auxiliar, Assistente e Analista Judiciário",117,0.452991452991453,48.52991452991453,253880.2751282051,174517.6741025641,310145.2536752136
ES,CARIACICA,Servidor das carreiras do Ministério Público,27,0.5555555555555556,42.03703703703704,172699.19333333333,116678.47703703705,262971.4948148148
ES,CARIACICA,Servidor das carreiras do Poder Legislativo,65,0.35384615384615387,49.07692307692308,131474.92353846156,110439.26692307694,64755.20153846153
ES,CARIACICA,"Servidor das demais carreiras da administração pública direta, autárquica e fundacional",720,0.4263888888888889,47.209722222222226,98741.04963888889,78449.45544444444,76714.97933333334
ES,CARIACICA,Técnico da ciência da saúde humana,1284,0.8644859813084113,41.508566978193144,61420.01328660435,52044.74361370715,19973.747414330217
ES,CARIACICA,Técnico das ciências administrativas e contábeis,298,0.6006711409395973,43.43624161073826,82289.56426174498,57933.826275167776,112477.87439597315
ES,CARIACICA,"Técnico de inspeção, fiscalização e coordenação administrativa",112,0.42857142857142855,37.63392857142857,74710.91437500001,62037.07375000002,33964.759107142854
ES,CARIACICA,"Técnico de laboratório, Raios-X e outros equipamentos e instrumentos de diagnóstico",201,0.5373134328358209,41.318407960199,81273.36925373135,65431.342039800984,44460.55517412936
ES,CARIACICA,Técnico em ciências físicas e químicas,41,0.2926829268292683,41.390243902439025,128979.49268292681,101599.25219512194,101250.20999999999
ES,CARIACICA,"Técnico em construção civil, de edificações e obras de infra-estrutura",164,0.2621951219512195,41.58536585365854,72734.49524390243,54876.539451219505,41809.9187195122
ES,CARIACICA,Técnico em eletro-eletrônica e fotônica,213,0.051643192488262914,39.859154929577464,111352.2528169014,79675.99652582161,123576.94281690141
ES,CARIACICA,Técnico em informática,131,0.08396946564885496,35.89312977099237,78749.2579389313,57529.90587786259,82041.02916030535
ES,CARIACICA,Técnico em metalmecânica,290,0.034482758620689655,41.08275862068965,119030.79155172415,88521.22589655172,124753.72448275863
ES,CARIACICA,"Técnico em navegação aérea, marítima, fluvial e metroferroviária",69,0.043478260869565216,45.130434782608695,144858.6869565217,104560.45318840581,4622605.635652173
ES,CARIACICA,Técnico em operação de estações de rádio e televisão,22,0.18181818181818182,35.59090909090909,52367.40272727273,44726.848181818175,25909.6390909091
ES,CARIACICA,Técnico em transportes (logística),334,0.17365269461077845,37.08083832335329,77171.86275449101,57231.561197604795,101319.71140718565
ES,CARIACICA,Terapeuta Ocupacional,21,0.9047619047619048,33.523809523809526,68731.31666666667,43491.06714285714,33677.24428571428
